Umur,gender,Konsumsi kopi,Jenis Kopi,Alasan menikmati kopi,pengalaman dalam taun, 
36,perempuan,1,arabica,suka aja,5, 
25,perempuan,1,kintamani,karna rasa,7, 
20,perempuan,1,toraja,karna rasa,9, 
39,laki laki,1,robusta,historis,6, 
40,laki laki,1,papua,suka aja,8, 
29,laki laki,2,papua,historis,4, 
47,laki laki,1,jawa,menenangkan,6, 
37,laki laki,3,jawa,suka aja,5, 
37,perempuan,2,jawa,historis,1, 
35,laki laki,3,lampung,historis,1, 
18,laki laki,2,lampung,historis,2, 
42,laki laki,2,aceh,suka aja,7, 
22,perempuan,2,robusta,menenangkan,5, 
31,laki laki,2,lampung,menenangkan,8, 
32,perempuan,3,toraja,historis,9, 
19,laki laki,3,aceh ,suka aja,10, 
30,perempuan,3,arabica,historis,2, 
39,laki laki,2,kintamani,menenangkan,9, 
34,perempuan,1,robusta,suka aja,6, 
34,perempuan,1,Arabica,karna rasa,4, 
17,perempuan,2,arabica,karna rasa,8, 
20,laki laki,1,kintamani,historis,6, 
47,laki laki,2,toraja,suka aja,10, 
18,laki laki,3,robusta,historis,5, 
41,laki laki,2,papua,menenangkan,5, 
22,laki laki,3,papua,suka aja,1, 
46,perempuan,3,jawa,historis,10, 
42,laki laki,3,jawa,historis,2, 
35,laki laki,2,jawa,historis,5, 
23,laki laki,1,lampung,suka aja,10, 
50,perempuan,1,lampung,menenangkan,4, 
21,laki laki,2,aceh,menenangkan,6, 
19,perempuan,1,robusta,historis,5, 
23,laki laki,1,lampung,suka aja,6, 
32,perempuan,3,toraja,historis,9, 
31,laki laki,1,aceh ,menenangkan,10, 
46,perempuan,3,arabica,suka aja,6, 
50,perempuan,1,kintamani,karna rasa,7, 
31,perempuan,1,robusta,karna rasa,7, 
41,laki laki,1,Arabica,historis,8, 
32,laki laki,3,arabica,suka aja,10, 
46,laki laki,1,kintamani,historis,1, 
38,laki laki,1,toraja,menenangkan,3, 
27,laki laki,1,robusta,suka aja,5, 
18,perempuan,3,papua,historis,4, 
35,laki laki,3,papua,historis,9, 
29,laki laki,1,jawa,historis,4, 
22,laki laki,1,jawa,suka aja,9, 
27,perempuan,3,jawa,menenangkan,7, 
20,laki laki,2,lampung,menenangkan,10, 
27,perempuan,1,lampung,historis,7, 
34,laki laki,1,aceh,suka aja,6, 
20,perempuan,3,robusta,historis,7, 
21,laki laki,3,lampung,menenangkan,3, 
48,perempuan,2,toraja,suka aja,9, 
24,perempuan,1,aceh ,karna rasa,3, 
36,perempuan,2,arabica,karna rasa,1, 
45,laki laki,1,kintamani,historis,10, 
19,laki laki,2,robusta,suka aja,1, 
23,laki laki,1,Arabica,historis,6, 
17,laki laki,2,arabica,menenangkan,9, 
34,laki laki,3,kintamani,suka aja,7, 
48,perempuan,2,toraja,historis,1, 
28,laki laki,2,robusta,historis,10, 
46,laki laki,1,papua,historis,2, 
48,laki laki,2,papua,suka aja,8, 
27,perempuan,3,jawa,menenangkan,2, 
40,laki laki,2,jawa,menenangkan,5, 
27,perempuan,3,jawa,historis,1, 
30,laki laki,2,lampung,suka aja,4, 
23,perempuan,3,lampung,historis,5, 
18,laki laki,1,aceh,menenangkan,5, 
36,perempuan,2,robusta,suka aja,9, 
21,perempuan,3,lampung,karna rasa,5, 
21,perempuan,1,toraja,karna rasa,6, 
41,laki laki,1,aceh ,historis,3, 
22,laki laki,1,arabica,suka aja,5, 
23,laki laki,3,kintamani,historis,5, 
40,laki laki,3,robusta,menenangkan,7, 
24,laki laki,3,Arabica,suka aja,8, 
45,perempuan,1,arabica,historis,5, 
47,laki laki,1,kintamani,historis,8, 
41,laki laki,3,toraja,historis,8, 
47,laki laki,3,robusta,suka aja,9, 
43,perempuan,2,papua,menenangkan,6, 
23,laki laki,2,papua,menenangkan,9, 
29,perempuan,1,jawa,historis,2, 
39,laki laki,3,jawa,suka aja,9, 
37,perempuan,1,jawa,historis,9, 
31,laki laki,3,lampung,menenangkan,4, 
49,perempuan,2,lampung,suka aja,9, 
31,perempuan,2,aceh,karna rasa,10, 
21,perempuan,2,robusta,karna rasa,7, 
23,laki laki,3,lampung,historis,8, 
31,laki laki,3,toraja,suka aja,8, 
45,laki laki,2,aceh ,historis,9, 
49,laki laki,3,arabica,menenangkan,3, 
48,laki laki,3,kintamani,suka aja,1, 
50,perempuan,3,robusta,historis,2, 
28,laki laki,1,Arabica,historis,7, 
48,laki laki,3,arabica,historis,4, 
24,laki laki,1,kintamani,suka aja,1, 
32,perempuan,1,toraja,menenangkan,7, 
26,laki laki,2,robusta,menenangkan,9, 
32,perempuan,1,papua,historis,6, 
42,laki laki,2,papua,suka aja,7, 
31,perempuan,3,jawa,historis,5, 
42,laki laki,2,jawa,menenangkan,1, 
34,perempuan,3,jawa,suka aja,2, 
39,perempuan,1,lampung,karna rasa,9, 
25,perempuan,2,lampung,karna rasa,1, 
36,laki laki,1,aceh,historis,3, 
28,laki laki,3,robusta,suka aja,2, 
25,laki laki,3,lampung,historis,7, 
46,laki laki,1,toraja,menenangkan,1, 
21,laki laki,1,aceh ,suka aja,6, 
42,perempuan,3,arabica,historis,7, 
28,laki laki,3,kintamani,historis,1, 
31,laki laki,1,robusta,historis,8, 
29,laki laki,1,Arabica,suka aja,6, 
36,perempuan,1,arabica,menenangkan,3, 
28,laki laki,3,kintamani,menenangkan,4, 
42,perempuan,2,toraja,historis,3, 
44,laki laki,2,robusta,suka aja,10, 
33,perempuan,3,papua,historis,4, 
18,laki laki,2,papua,menenangkan,4, 
23,perempuan,2,jawa,suka aja,8, 
20,perempuan,3,jawa,karna rasa,5, 
45,perempuan,2,jawa,karna rasa,2, 
26,laki laki,3,lampung,historis,1, 
24,laki laki,3,lampung,suka aja,6, 
50,laki laki,3,aceh,historis,2, 
23,laki laki,3,robusta,menenangkan,5, 
41,laki laki,2,lampung,suka aja,6, 
43,perempuan,1,toraja,historis,2, 
43,laki laki,2,aceh ,historis,5, 
26,laki laki,2,arabica,historis,1, 
49,laki laki,2,kintamani,suka aja,9, 
17,perempuan,3,robusta,menenangkan,10, 
49,laki laki,1,Arabica,menenangkan,8, 
43,perempuan,3,arabica,historis,2, 
29,laki laki,2,kintamani,suka aja,2, 
27,perempuan,3,toraja,historis,10, 
41,laki laki,2,robusta,menenangkan,2, 
25,perempuan,2,papua,suka aja,9, 
24,perempuan,1,papua,karna rasa,8, 
28,perempuan,1,jawa,karna rasa,2, 
48,laki laki,2,jawa,historis,1, 
25,laki laki,2,jawa,suka aja,1, 
31,laki laki,3,lampung,historis,5, 
47,laki laki,2,lampung,menenangkan,5, 
34,laki laki,3,aceh,suka aja,6, 
41,perempuan,1,robusta,historis,9, 
34,laki laki,1,lampung,historis,7, 
26,laki laki,1,toraja,historis,1, 
45,laki laki,3,aceh ,suka aja,7, 
39,perempuan,2,arabica,menenangkan,5, 
29,laki laki,3,kintamani,menenangkan,3, 
41,perempuan,2,robusta,historis,4, 
26,laki laki,1,Arabica,suka aja,6, 
28,perempuan,2,arabica,historis,8, 
20,laki laki,3,kintamani,menenangkan,2, 
18,perempuan,1,toraja,suka aja,5, 
46,perempuan,1,robusta,karna rasa,2, 
47,perempuan,3,papua,karna rasa,4, 
24,laki laki,3,papua,historis,7, 
43,laki laki,2,jawa,suka aja,1, 
29,laki laki,3,jawa,historis,10, 
41,laki laki,2,jawa,menenangkan,6, 
32,laki laki,1,lampung,suka aja,8, 
31,perempuan,2,lampung,historis,7, 
37,laki laki,3,aceh,historis,8, 
23,laki laki,3,robusta,historis,9, 
37,laki laki,3,lampung,suka aja,3, 
36,perempuan,1,toraja,menenangkan,2, 
29,laki laki,2,aceh ,menenangkan,10, 
38,perempuan,1,arabica,historis,9, 
36,laki laki,1,kintamani,suka aja,7, 
43,perempuan,1,robusta,historis,7, 
21,laki laki,2,Arabica,menenangkan,5, 
32,perempuan,1,arabica,suka aja,8, 
40,perempuan,1,kintamani,karna rasa,8, 
28,perempuan,2,toraja,karna rasa,1, 
22,laki laki,1,robusta,historis,10, 
17,laki laki,3,papua,suka aja,3, 
37,laki laki,3,papua,historis,8, 
38,laki laki,3,jawa,menenangkan,2, 
40,laki laki,1,jawa,suka aja,3, 
40,perempuan,3,jawa,historis,4, 
27,laki laki,2,lampung,historis,9, 
49,laki laki,2,lampung,historis,1, 
29,laki laki,2,aceh,suka aja,2, 
28,perempuan,1,robusta,menenangkan,2, 
40,laki laki,3,lampung,menenangkan,3, 
40,perempuan,3,toraja,historis,10, 
30,laki laki,3,aceh ,suka aja,9, 
21,perempuan,3,arabica,historis,6, 
21,laki laki,1,kintamani,menenangkan,6, 
47,perempuan,2,robusta,suka aja,4, 
28,perempuan,2,Arabica,karna rasa,2, 
18,perempuan,3,arabica,karna rasa,10, 
49,laki laki,2,kintamani,historis,7, 
42,laki laki,1,toraja,suka aja,7, 
45,laki laki,3,robusta,historis,5, 
32,laki laki,3,papua,menenangkan,7, 
33,laki laki,3,papua,suka aja,5, 
20,perempuan,1,jawa,historis,2, 
22,laki laki,2,jawa,historis,10, 
25,laki laki,1,jawa,historis,10, 
32,laki laki,2,lampung,suka aja,6, 
22,perempuan,2,lampung,menenangkan,10, 
25,laki laki,2,aceh,menenangkan,6, 
28,perempuan,3,robusta,historis,5, 
27,laki laki,1,lampung,suka aja,8, 
28,perempuan,3,toraja,historis,2, 
22,laki laki,3,aceh ,menenangkan,10, 
44,perempuan,3,arabica,suka aja,6, 
43,perempuan,3,kintamani,karna rasa,8, 
19,perempuan,1,robusta,karna rasa,4, 
44,laki laki,1,Arabica,historis,8, 
26,laki laki,3,arabica,suka aja,4, 
21,laki laki,1,kintamani,historis,7, 
38,laki laki,1,toraja,menenangkan,6, 
29,laki laki,3,robusta,suka aja,2, 
42,perempuan,1,papua,historis,9, 
37,laki laki,2,papua,historis,8, 
21,laki laki,3,jawa,historis,1, 
30,laki laki,3,jawa,suka aja,6, 
42,perempuan,2,jawa,menenangkan,2, 
21,laki laki,2,lampung,menenangkan,8, 
20,perempuan,1,lampung,historis,9, 
37,laki laki,2,aceh,suka aja,7, 
43,perempuan,3,robusta,historis,5, 
20,laki laki,1,lampung,menenangkan,5, 
27,perempuan,3,toraja,suka aja,3, 
29,perempuan,1,aceh ,karna rasa,2, 
49,perempuan,3,arabica,karna rasa,2, 
35,laki laki,2,kintamani,historis,4, 
21,laki laki,1,robusta,suka aja,3, 
22,laki laki,1,Arabica,historis,2, 
47,laki laki,2,arabica,menenangkan,2, 
34,laki laki,1,kintamani,suka aja,10, 
39,perempuan,1,toraja,historis,8, 
49,laki laki,1,robusta,historis,7, 
40,laki laki,3,papua,historis,8, 
23,laki laki,1,papua,suka aja,8, 
26,perempuan,1,jawa,menenangkan,6, 
31,laki laki,3,jawa,menenangkan,9, 
36,perempuan,2,jawa,historis,4, 
48,laki laki,2,lampung,suka aja,10, 
33,perempuan,3,lampung,historis,3, 
20,laki laki,3,aceh,menenangkan,4, 
45,perempuan,2,robusta,suka aja,4, 
24,perempuan,2,lampung,karna rasa,8, 
34,perempuan,3,toraja,karna rasa,2, 
22,laki laki,1,aceh ,historis,1, 
33,laki laki,2,arabica,suka aja,9, 
43,laki laki,1,kintamani,historis,9, 
18,laki laki,2,robusta,menenangkan,10, 
37,laki laki,3,Arabica,suka aja,2, 
21,perempuan,2,arabica,historis,1, 
47,laki laki,1,kintamani,historis,9, 
32,laki laki,2,toraja,historis,3, 
35,laki laki,3,robusta,suka aja,1, 
37,perempuan,2,papua,menenangkan,6, 
43,laki laki,3,papua,menenangkan,1, 
28,perempuan,2,jawa,historis,5, 
32,laki laki,1,jawa,suka aja,9, 
41,perempuan,3,jawa,historis,2, 
22,laki laki,2,lampung,menenangkan,8, 
32,perempuan,3,lampung,suka aja,2, 
27,perempuan,1,aceh,karna rasa,1, 
22,perempuan,3,robusta,karna rasa,2, 
34,laki laki,1,lampung,historis,5, 
43,laki laki,2,toraja,suka aja,2, 
36,laki laki,1,aceh ,historis,3, 
19,laki laki,1,arabica,menenangkan,1, 
42,laki laki,1,kintamani,suka aja,10, 
36,perempuan,1,robusta,historis,3, 
50,laki laki,3,Arabica,historis,2, 
37,laki laki,3,arabica,historis,2, 
36,laki laki,3,kintamani,suka aja,6, 
19,perempuan,3,toraja,menenangkan,2, 
30,laki laki,1,robusta,menenangkan,8, 
25,perempuan,2,papua,historis,5, 
36,laki laki,2,papua,suka aja,3, 
49,perempuan,2,jawa,historis,1, 
38,laki laki,3,jawa,menenangkan,4, 
17,perempuan,2,jawa,suka aja,9, 
41,perempuan,3,lampung,karna rasa,5, 
30,perempuan,3,lampung,karna rasa,3, 
25,laki laki,2,aceh,historis,3, 
45,laki laki,2,robusta,suka aja,9, 
26,laki laki,2,lampung,historis,6, 
50,laki laki,2,toraja,menenangkan,4, 
43,laki laki,3,aceh ,suka aja,9, 
31,perempuan,1,arabica,historis,6, 
27,laki laki,2,kintamani,historis,6, 
48,laki laki,1,robusta,historis,2, 
32,laki laki,2,Arabica,suka aja,5, 
50,perempuan,3,arabica,menenangkan,6, 
17,laki laki,3,kintamani,menenangkan,2, 
42,perempuan,1,toraja,historis,8, 
28,laki laki,2,robusta,suka aja,6, 
25,perempuan,1,papua,historis,6, 
45,laki laki,2,papua,menenangkan,6, 
28,perempuan,2,jawa,suka aja,2, 
49,perempuan,3,jawa,karna rasa,5, 
37,perempuan,3,jawa,karna rasa,9, 
49,laki laki,3,lampung,historis,8, 
24,laki laki,3,lampung,suka aja,6, 
22,laki laki,3,aceh,historis,1, 
42,laki laki,1,robusta,menenangkan,10, 
25,laki laki,3,lampung,suka aja,2, 
48,perempuan,2,toraja,historis,9, 
44,laki laki,2,aceh ,historis,6, 
49,laki laki,2,arabica,historis,9, 
26,laki laki,2,kintamani,suka aja,6, 
22,perempuan,1,robusta,menenangkan,10, 
34,laki laki,1,Arabica,menenangkan,1, 
30,perempuan,1,arabica,historis,1, 
17,laki laki,2,kintamani,suka aja,8, 
32,perempuan,2,toraja,historis,1, 
39,laki laki,3,robusta,menenangkan,10, 
22,perempuan,1,papua,suka aja,5, 
22,perempuan,1,papua,karna rasa,8, 
48,perempuan,3,jawa,karna rasa,7, 
43,laki laki,1,jawa,historis,3, 
28,laki laki,2,jawa,suka aja,5, 
30,laki laki,2,lampung,historis,7, 
18,laki laki,3,lampung,menenangkan,6, 
33,laki laki,3,aceh,suka aja,2, 
40,perempuan,1,robusta,historis,10, 
47,laki laki,3,lampung,historis,9, 
27,laki laki,3,toraja,historis,1, 
48,laki laki,1,aceh ,suka aja,8, 
39,perempuan,3,arabica,menenangkan,4, 
26,laki laki,1,kintamani,menenangkan,5, 
21,perempuan,3,robusta,historis,6, 
40,laki laki,2,Arabica,suka aja,2, 
33,perempuan,2,arabica,historis,1, 
31,laki laki,3,kintamani,menenangkan,8, 
22,perempuan,2,toraja,suka aja,9, 
42,perempuan,2,robusta,karna rasa,7, 
25,perempuan,1,papua,karna rasa,2, 
25,laki laki,1,papua,historis,4, 
26,laki laki,3,jawa,suka aja,9, 
20,laki laki,3,jawa,historis,2, 
21,laki laki,2,jawa,menenangkan,7, 
45,laki laki,2,lampung,suka aja,10, 
20,perempuan,3,lampung,historis,3, 
22,laki laki,2,aceh,historis,9, 
32,laki laki,2,robusta,historis,7, 
32,laki laki,3,lampung,suka aja,3, 
17,perempuan,2,toraja,menenangkan,4, 
33,laki laki,2,aceh ,menenangkan,1, 
44,perempuan,2,arabica,historis,5, 
42,laki laki,1,kintamani,suka aja,2, 
32,perempuan,3,robusta,historis,8, 
24,laki laki,3,Arabica,menenangkan,2, 
46,perempuan,2,arabica,suka aja,9, 
24,perempuan,1,kintamani,karna rasa,1, 
24,perempuan,2,toraja,karna rasa,6, 
42,laki laki,1,robusta,historis,5, 
36,laki laki,1,papua,suka aja,2, 
27,laki laki,1,papua,historis,6, 
26,laki laki,3,jawa,menenangkan,1, 
48,laki laki,2,jawa,suka aja,5, 
38,perempuan,1,jawa,historis,1, 
40,laki laki,3,lampung,historis,10, 
26,laki laki,1,lampung,historis,5, 
33,laki laki,3,aceh,suka aja,7, 
31,perempuan,3,robusta,menenangkan,9, 
20,laki laki,1,lampung,menenangkan,1, 
19,perempuan,2,toraja,historis,2, 
40,laki laki,2,aceh ,suka aja,5, 
19,perempuan,3,arabica,historis,1, 
29,laki laki,2,kintamani,menenangkan,3, 
48,perempuan,1,robusta,suka aja,7, 
33,perempuan,2,Arabica,karna rasa,9, 
35,perempuan,3,arabica,karna rasa,7, 
26,laki laki,3,kintamani,historis,1, 
17,laki laki,3,toraja,suka aja,6, 
47,laki laki,1,robusta,historis,4, 
27,laki laki,2,papua,menenangkan,9, 
22,laki laki,3,papua,suka aja,8, 
23,perempuan,3,jawa,historis,7, 
45,laki laki,1,jawa,historis,8, 
22,laki laki,2,jawa,historis,5, 
47,laki laki,2,lampung,suka aja,10, 
39,perempuan,2,lampung,menenangkan,8, 
30,laki laki,2,aceh,menenangkan,3, 
38,perempuan,2,robusta,historis,3, 
29,laki laki,2,lampung,suka aja,4, 
31,perempuan,2,toraja,historis,2, 
45,laki laki,2,aceh ,menenangkan,8, 
38,perempuan,1,arabica,suka aja,8, 
30,perempuan,3,kintamani,karna rasa,1, 
36,perempuan,1,robusta,karna rasa,8, 
34,laki laki,1,Arabica,historis,7, 
22,laki laki,2,arabica,suka aja,7, 
25,laki laki,1,kintamani,historis,2, 
50,laki laki,2,toraja,menenangkan,5, 
44,laki laki,3,robusta,suka aja,9, 
34,perempuan,1,papua,historis,9, 
30,laki laki,3,papua,historis,6, 
38,laki laki,1,jawa,historis,9, 
22,laki laki,3,jawa,suka aja,6, 
36,perempuan,1,jawa,menenangkan,4, 
33,laki laki,1,lampung,menenangkan,1, 
45,perempuan,2,lampung,historis,7, 
45,laki laki,3,aceh,suka aja,5, 
17,perempuan,2,robusta,historis,6, 
43,laki laki,2,lampung,menenangkan,9, 
38,perempuan,3,toraja,suka aja,3, 
26,perempuan,3,aceh ,karna rasa,9, 
18,perempuan,3,arabica,karna rasa,7, 
22,laki laki,3,kintamani,historis,8, 
34,laki laki,3,robusta,suka aja,6, 
48,laki laki,3,Arabica,historis,8, 
32,laki laki,3,arabica,menenangkan,3, 
22,laki laki,1,kintamani,suka aja,3, 
17,perempuan,1,toraja,historis,2, 
28,laki laki,3,robusta,historis,1, 
46,laki laki,1,papua,historis,4, 
20,laki laki,3,papua,suka aja,1, 
21,perempuan,1,jawa,menenangkan,5, 
29,laki laki,1,jawa,menenangkan,1, 
45,perempuan,3,jawa,historis,10, 
27,laki laki,3,lampung,suka aja,3, 
43,perempuan,1,lampung,historis,4, 
27,laki laki,1,aceh,menenangkan,8, 
40,perempuan,1,robusta,suka aja,3, 
40,perempuan,3,lampung,karna rasa,9, 
47,perempuan,2,toraja,karna rasa,1, 
37,laki laki,3,aceh ,historis,7, 
35,laki laki,1,arabica,suka aja,1, 
29,laki laki,3,kintamani,historis,4, 
39,laki laki,1,robusta,menenangkan,9, 
18,laki laki,1,Arabica,suka aja,6, 
44,perempuan,3,arabica,historis,1, 
28,laki laki,1,kintamani,historis,1, 
28,laki laki,2,toraja,historis,5, 
30,laki laki,1,robusta,suka aja,6, 
36,perempuan,2,papua,menenangkan,6, 
21,laki laki,3,papua,menenangkan,1, 
29,perempuan,1,jawa,historis,3, 
33,laki laki,2,jawa,suka aja,1, 
31,perempuan,2,jawa,historis,3, 
34,laki laki,1,lampung,menenangkan,9, 
44,perempuan,2,lampung,suka aja,10, 
46,perempuan,1,aceh,karna rasa,4, 
49,perempuan,3,robusta,karna rasa,6, 
26,laki laki,3,lampung,historis,9, 
48,laki laki,1,toraja,suka aja,5, 
41,laki laki,2,aceh ,historis,8, 
19,laki laki,1,arabica,menenangkan,9, 
38,laki laki,1,kintamani,suka aja,10, 
19,perempuan,1,robusta,historis,4, 
23,laki laki,2,Arabica,historis,1, 
38,laki laki,3,arabica,historis,1, 
40,laki laki,2,kintamani,suka aja,9, 
19,perempuan,1,toraja,menenangkan,10, 
35,laki laki,3,robusta,menenangkan,5, 
17,perempuan,2,papua,historis,5, 
25,laki laki,3,papua,suka aja,9, 
40,perempuan,2,jawa,historis,10, 
29,laki laki,1,jawa,menenangkan,6, 
33,perempuan,2,jawa,suka aja,9, 
39,perempuan,2,lampung,karna rasa,8, 
35,perempuan,1,lampung,karna rasa,6, 
19,laki laki,3,aceh,historis,9, 
21,laki laki,2,robusta,suka aja,10, 
32,laki laki,3,lampung,historis,3, 
36,laki laki,2,toraja,menenangkan,1, 
49,laki laki,2,aceh ,suka aja,10, 
22,perempuan,3,arabica,historis,2, 
49,laki laki,3,kintamani,historis,10, 
18,laki laki,3,robusta,historis,9, 
33,laki laki,2,Arabica,suka aja,9, 
25,perempuan,1,arabica,menenangkan,10, 
29,laki laki,3,kintamani,menenangkan,4, 
46,perempuan,1,toraja,historis,6, 
18,laki laki,2,robusta,suka aja,7, 
22,perempuan,1,papua,historis,9, 
49,laki laki,2,papua,menenangkan,7, 
28,perempuan,1,jawa,suka aja,6, 
46,perempuan,2,jawa,karna rasa,1, 
29,perempuan,3,jawa,karna rasa,3, 
39,laki laki,3,lampung,historis,10, 
23,laki laki,3,lampung,suka aja,4, 
25,laki laki,1,aceh,historis,5, 
34,laki laki,1,robusta,menenangkan,8, 
20,laki laki,1,lampung,suka aja,3, 
26,perempuan,2,toraja,historis,2, 
50,laki laki,2,aceh ,historis,8, 
30,laki laki,3,arabica,historis,7, 
25,laki laki,1,kintamani,suka aja,6, 
19,perempuan,2,robusta,menenangkan,8, 
38,laki laki,2,Arabica,menenangkan,9, 
38,perempuan,2,arabica,historis,1, 
39,laki laki,2,kintamani,suka aja,9, 
24,perempuan,2,toraja,historis,2, 
47,laki laki,2,robusta,menenangkan,8, 
39,perempuan,1,papua,suka aja,9, 
19,perempuan,3,papua,karna rasa,7, 
46,perempuan,3,jawa,karna rasa,3, 
23,laki laki,1,jawa,historis,7, 
25,laki laki,1,jawa,suka aja,5, 
24,laki laki,2,lampung,historis,3, 
33,laki laki,1,lampung,menenangkan,7, 
22,laki laki,3,aceh,suka aja,5, 
43,perempuan,2,robusta,historis,8, 
43,laki laki,1,lampung,historis,3, 
22,laki laki,2,toraja,historis,7, 
49,laki laki,3,aceh ,suka aja,8, 
31,perempuan,1,arabica,menenangkan,5, 
35,laki laki,3,kintamani,menenangkan,10, 
45,perempuan,1,robusta,historis,4, 
20,laki laki,3,Arabica,suka aja,6, 
27,perempuan,1,arabica,historis,7, 
34,laki laki,2,kintamani,menenangkan,1, 
50,laki laki,3,Arabica,suka aja,3, 
48,perempuan,2,arabica,historis,7, 
32,laki laki,1,kintamani,historis,6, 
27,laki laki,2,toraja,historis,8, 
30,laki laki,2,robusta,suka aja,2, 
47,perempuan,3,papua,menenangkan,1, 
20,laki laki,1,papua,menenangkan,9, 
31,perempuan,1,jawa,historis,10, 
44,laki laki,2,jawa,suka aja,7, 
28,perempuan,2,jawa,historis,3, 
35,laki laki,3,lampung,menenangkan,6, 
44,perempuan,1,lampung,suka aja,8, 
25,perempuan,3,aceh,karna rasa,6, 
37,perempuan,3,robusta,karna rasa,5, 
50,laki laki,1,lampung,historis,9, 
17,laki laki,1,toraja,suka aja,10, 
47,laki laki,3,aceh ,historis,6, 
40,laki laki,3,arabica,menenangkan,5, 
37,laki laki,1,kintamani,suka aja,1, 
40,perempuan,3,robusta,historis,2, 
50,laki laki,2,Arabica,historis,9, 
42,laki laki,1,arabica,historis,3, 
39,laki laki,1,kintamani,suka aja,7, 
49,perempuan,1,toraja,menenangkan,3, 
39,laki laki,1,robusta,menenangkan,3, 
23,perempuan,1,papua,historis,5, 
18,laki laki,3,papua,suka aja,3, 
34,perempuan,3,jawa,historis,10, 
31,laki laki,2,jawa,menenangkan,6, 
24,perempuan,2,jawa,suka aja,9, 
35,perempuan,3,lampung,karna rasa,1, 
19,perempuan,2,lampung,karna rasa,7, 
38,laki laki,1,aceh,historis,8, 
44,laki laki,3,robusta,suka aja,10, 
28,laki laki,3,lampung,historis,4, 
44,laki laki,1,toraja,menenangkan,5, 
40,laki laki,3,aceh ,suka aja,10, 
18,perempuan,3,arabica,historis,8, 
21,laki laki,3,kintamani,historis,8, 
27,laki laki,3,robusta,historis,2, 
39,laki laki,1,Arabica,suka aja,2, 
37,perempuan,3,arabica,menenangkan,7, 
22,laki laki,3,kintamani,menenangkan,3, 
39,perempuan,2,toraja,historis,6, 
21,laki laki,2,robusta,suka aja,10, 
